ID;Bank_Name;Branch_Name;Address;Town_ID;Telephone;Fax;Opening_Date
1216;Denizbank A.Ş.;İskenderun;Yenişehir Mah. Atatürk Bulvarı No:51 İskenderun/Hatay;1413;3266136283;2122148705;21.12.2001
1217;Denizbank A.Ş.;Kırıkhan;Barbaros Mah. General Şükrü Kanatlı Cad. No:169/A Kırıkhan / Hatay;1468;3263445454;2122148114;29.11.2011
1218;Denizbank A.Ş.;Samandağ;Atatürk Mah. Nazım Hikmet Ran Cad. No:21 Samandağ/Hatay;1591;3265122619;2122148017;23.12.2008
1219;Denizbank A.Ş.;Iğdır;Atatürk Mah. Zübeyde Hanım Bulvarı No:20/D Iğdır;1398;4762262323;2122148420;08.10.2009
1220;Denizbank A.Ş.;Tuzluca;Yeni Mah. Mehmet 3. Çıkmaz Sok. No: 1 / 5-6 Tuzluca/Iğdır;1692;4763112746;2122148112;17.11.2017
1221;Denizbank A.Ş.;Keçiborlu;Yukarı Mah. Atatürk Cad. No:123/1 Keçiborlu/Isparta;1456;2465413088;2122148449;14.12.2015
1222;Denizbank A.Ş.;Isparta;Pirimehmet Mah. 113. Cad. No:14_Merkez/Isparta;1401;2462330124;2122148492;02.02.2002
1223;Denizbank A.Ş.;Şarkikaraağaç;Ulvikale Mahallesi Hastane Cad. No:30 Şarkikaraağaç/Isparta;1651;2464112120;2122148850;12.05.2008
1224;Denizbank A.Ş.;Yalvaç;Leblebiciler Mahallesi Hastane Caddesi No:32 D/0 Yalvaç/Ispa ta;1717;2464415553;2122148050;20.05.2008
1225;Denizbank A.Ş.;Mersin;Kuvai Milliye Cad. No:1 İçel/ Mersin;2064;3242386532;2122148707;26.12.2001
1226;Denizbank A.Ş.;Mersin Hal;Toptancı Hal Kompleksi L- Blok  No:1 Mersin/İçel;2064;3242356370;2122148348;04.10.2007
1227;Denizbank A.Ş.;Mersin Liman;Yenimahalle İsmet İnönü Bulv. No:54/D Akdeniz/Mersin;2064;3242337500;2122148777;21.01.2014
1228;Denizbank A.Ş.;Mersin Serbest Bölge;Karaduvar Mah. Serbest Bölge 3. Cadde No:9/E Adres No:1042399061 Mersin Serbest Bölgesi Akdeniz/İçel;2064;3242372700;2122148739;31.12.2001
1229;Denizbank A.Ş.;Metropol;Akarsu Plaza No.9_Akdeniz/İçel;2064;3243370220;2122148662;13.02.2006
1230;Denizbank A.Ş.;Anamur;Saray Mahallesi Bankalar Cad. No : 38 Anamur/Mersin;1135;3248166980;2122148196;09.06.2004
1231;Denizbank A.Ş.;Erdemli;Merkez Mahallesi Alparslan Türkeş Bulvarı No:595/A Erdemli/M rsin;1311;3245155270;2122148892;01.08.2008
1232;Denizbank A.Ş.;Gülnar;Saray Mahallesi Silifke Caddesi No:1/Z01 Gülnar/Mersin;1366;3247512190;2122148918;12.02.2018
1233;Denizbank A.Ş.;Mezitli;Menderes Mah. G.M.K Bulvarı Mezitli Apt. Altı No: 719A-C Mezitli / İçel;2065;3243580001;2122148888;21.07.2008
1234;Denizbank A.Ş.;Mut;Pınarbaşı Mah. Atatürk Bulvarı No:53/B Mut/İçel;1536;3247745540;2122148321;08.10.2009
1235;Denizbank A.Ş.;Silifke;Mukaddem Mah. İnönü Bulvarı No:8/A   Silifke/İçel;1621;3247141312;2122148650;19.12.2005
1236;Denizbank A.Ş.;Tarsus;Şehit Kerim Mah. İsmetpaşa Bulvarı No:11/B Tarsus/İçel;1665;3246146880;2122148228;15.12.2004
1237;Denizbank A.Ş.;Tarsus Hal;Öğretmenler Mah. Gazipaşa Bulvarı T Blok No:3 Z-01 Tarsus/İç l;1665;3246147127;2122148368;30.11.2005
1238;Denizbank A.Ş.;Tarsus Yarenlik;Şehitmustafa Mah. 3501 Sok. No:5 Tarsus/Mersin;1665;3246133782;2122148541;17.08.2016
1239;Denizbank A.Ş.;Pozcu;Güvenevler Mah. Gazi Mustafa Kemal Bulvarı No:348/A Yenişehi /Mersin;2067;3243257914;2122148113;01.06.2011
1240;Denizbank A.Ş.;Büyükada;Büyükada Ptt Hizmet Binası Altı Büyükada/İstanbul;1103;2163821142;2122148370;15.12.2005
1241;Denizbank A.Ş.;Arnavutköy;Merkez Mahallesi Eski Edirne Caddesi No:1414/A Arnavutköy/İs anbul;2048;2125978882;2122148633;26.08.2010
1242;Denizbank A.Ş.;Ataşehir;Ataşehir Atatürk Mah. Atatürk Bulvarı Ata2/Atsh Sit. No:4/42 Ataşehir/İstanbul;2049;2165808920;2122148359;16.11.2009
1243;Denizbank A.Ş.;Batı Ataşehir;Barbaros Mah. Ihlamur Sok. Fenerbahçe Ülker Sports Arena Ata ehir/İstanbul;2049;2163156336;2122148120;21.11.2011
1244;Denizbank A.Ş.;Ferhatpaşa;Ferhatpaşa Mah. Üsküdar Cad. Mustafaoğulları Apt. No:84/B At şehir/İstanbul;2049;2164712767;2122148313;08.09.2009
1245;Denizbank A.Ş.;İçerenköy;İçerenköy Mah. Kayışdağı Yolu Cad. No:33/A Ataşehir / İstanb l;2049;2165760707;2122148138;12.12.2011
1246;Denizbank A.Ş.;Küçükbakkalköy;Kayışdağı Cad. K.Bakkalköy Mah. No.87 Ataşehir/İstanbul;2049;2165721606;2122148674;06.09.2006
1247;Denizbank A.Ş.;Avcılar;Cihangir Mah. Gülistan Sok. No:1 Avcılar/İstanbul;2003;2125910063;2122148431;18.12.1998
1248;Denizbank A.Ş.;Avcılar Çarşı;Avcılar Merkez Mah. Reşitpaşa Cad. No:39/1B Avcılar/İstanbul;2003;2125099320;2122148329;06.10.2009
1249;Denizbank A.Ş.;Firuzköy;Firuzköy Bulvarı No:87 Avcılar/İstanbul;2003;2124280125;2122148367;27.05.2011
1250;Denizbank A.Ş.;Bağcılar;Çınar Mah. Osman Gazi Cad. No:20B Bağcılar/İstanbul;2004;2126345053;2122148536;03.11.2002
1251;Denizbank A.Ş.;Bağcılar Çarşı;Merkez Mahallesi 675. Sokak No:1-7C Bağcılar/İstanbul;2004;2124091898;2122148059;28.10.2010
1252;Denizbank A.Ş.;Güneşli;Bağlar Mahallesi Atatürk Caddesi No:12 A Bağcılar/İstanbul;2004;2126309310;2122148411;24.11.1997
1253;Denizbank A.Ş.;Güneşli Metro;15 Temmuz Mahallesi Gülbahar Caddesi No:7/C Bağcılar/İstanbu;2004;2126570467;2122148055;29.11.2010
1254;Denizbank A.Ş.;Güneşli Ticari Merkez;Evren Mahallesi Gülbahar Caddesi Nuryıldız Plaza No:7/4-5 Gü eşli-Bağcılar/İstanbul;2004;2126577212;2122148812;09.01.2008
1255;Denizbank A.Ş.;İstoç;İstoç 12.Ada No:10 Mahmutbey/İstanbul;2004;2126599270;2122148248;17.06.2005
1256;Denizbank A.Ş.;Bahçelievler;Bahçelievler Mahallesi Talatpaşa Caddesi No:29/B Bahçelievle /İstanbul;2005;2124412229;2122148677;17.09.1999
1257;Denizbank A.Ş.;Kuyumcukent;Yenibosna Merkez Mah. Ladin Sok. No:4 İç Kapı No:Z214,1218 B hçelievler/İstanbul;2005;2126032132;2122148379;24.06.2011
1258;Denizbank A.Ş.;Şirinevler;Mahmutbey Cad. Meriç Sk. No:23 Şirinevler/İstanbul;2005;2124513276;2122148693;26.10.2000
1259;Denizbank A.Ş.;Yenibosna;Yıldırım Beyazıt Cad. No:106/1 Yenibosna Bahçelievler/İstanb l;2005;2126524801;2122148623;21.07.2010
1260;Denizbank A.Ş.;Atrium;9.Kısım Atrium Çarşısı Bodrum Kat No:35 Bakırköy/İstanbul;1166;2126616484;2122148427;18.12.1998
1261;Denizbank A.Ş.;Bakırköy;İncirli Cad. Kıbrıs Sok. No:28 Bakırköy/İstanbul;1166;2126603000;2122148401;10.11.1997
1262;Denizbank A.Ş.;Bakırköy Çarşı;Zeytinlik Mah.Yakut Sok.No.8 34140 Bakırköy/İstanbul;1166;2126600983;2122148434;03.01.2002
1263;Denizbank A.Ş.;Florya;Florya Asfaltı No : 68 Bakırköy / İstanbul;1166;2125741766;2122148712;02.04.2007
1264;Denizbank A.Ş.;İstanbul Büyükşehir Belediyesi Ofis;Çobançeşme Koşuyolu Bulvarı Osmaniye Mahallesi Forum Garden Office Kat:1 No:1 Bakırköy/İstanbul;1166;2125130091;2122148483;30.04.2012
1265;Denizbank A.Ş.;Yeşilköy;Yeşilköy Mahallesi Bostan Sokak No:24/A Bakırköy/İstanbul;1166;2126633400;2122148417;06.07.1998
1266;Denizbank A.Ş.;3.Cadde / Bahçeşehir;Bahçeşehir 2.Kısım Mahallesi Şehit Polis Gaffar Okkan Caddesi No:2 C Başakşehir/İstanbul;2050;2126692355;2122148794;12.12.2007
1267;Denizbank A.Ş.;İkitelli;İkitelli Osb Mahallesi Atatürk Bulvarı Haseyad 1.Kısım No:56 C/10 Başakşehir/İstanbul;2050;2126713202;2122148326;31.01.2002
1268;Denizbank A.Ş.;Bayrampaşa;Yenidoğan Mahallesi Numunebağı Caddesi No: 68-70/B Bayrampaş /İstanbul;1886;2126745420;2122148423;16.10.1998
1269;Denizbank A.Ş.;Bayrampaşa Hal;Kocatepe Mahallesi Kantarcılar Sokak Sebze Meyve Hali Sitesi No :10/1 Bayrampaşa/İstanbul;1886;2126406729;2122148181;03.10.2012
1270;Denizbank A.Ş.;Beşyüzevler;Yıldırım Mah. Eski Edirne Asfaltı No:335/A Bayrampaşa / İsta bul;1886;2125357354;2122148538;04.11.2002
1271;Denizbank A.Ş.;Mega Center;Kocatepe Mahallesi Yağ İskelesi Caddesi Mega Center C-35 Blok No:5/A Bayrampaşa/İstanbul;1886;2126407227;2122148562;27.12.2002
1272;Denizbank A.Ş.;Terazidere;Terazidere Mahallesi 29 Ekim Caddesi No:34C_Bayrampaşa/İstanbul;1886;2124800425;2122148842;16.04.2008
1273;Denizbank A.Ş.;1. Levent;Nispetiye Cad. Gonca Sok. No:7 1.Levent Beşiktaş/İstanbul;1183;2123254550;2122148468;10.01.2002
1274;Denizbank A.Ş.;Bahçeşehir Üniversitesi;Osmanpaşa Mektebi Sok.No.4-6 Beşiktaş/İstanbul;1183;2122608252;2122148670;18.07.2006
1275;Denizbank A.Ş.;Bebek;Bebek Mahallesi İnşirah Caddesi No:3A Beşiktaş/İstanbul;1183;2122878840;2122148679;20.12.1999
1276;Denizbank A.Ş.;Beşiktaş;Cihannüma Mahallesi Barbaros Bulvarı No:15A Beşiktaş/İstanbu;1183;2123274077;2122148178;17.11.2004
1277;Denizbank A.Ş.;Beşiktaş Stadı;Vişnezade Mah. Beşiktaş Vodafone Arena Stadyumu Denizbank Beşiktaş Stadı Şube Beşiktaş/İstanbul;1183;2123321903;2122148859;05.04.2016
1278;Denizbank A.Ş.;Etiler;Etiler Mahallesi Nispetiye Cad. No:70 Beşiktaş/İstanbul;1183;2122635831;2122148419;18.09.1998
1279;Denizbank A.Ş.;Levent Büyükdere Caddesi;Levent Mah. Büyükdere Cad. No:152 Beşiktaş/İstanbul;1183;2122813730;2122148010;14.06.2011
1280;Denizbank A.Ş.;Beykoz;Fevzi Paşa Cad. No:58 Beykoz/İstanbul;1185;2164240195;2122148028;21.11.2011
1281;Denizbank A.Ş.;Kavacık;Çubuklu Mahallesi Orhan Veli Kanık Caddesi Yavuz Mutlu Apartman No:51/A Beykoz/İstanbul;1185;2164252042;2122148528;04.11.2002
1282;Denizbank A.Ş.;Beylikdüzü;Yakuplu Merkez Mah. Açelya Cad. Osb Saatli İş Merkezi No:6 D:6 Beylikdüzü/İstanbul;2051;2128758590;2122148676;06.11.2006
1283;Denizbank A.Ş.;Bankalar Caddesi;Okçumusa Cad. No:40 Karaköy/İstanbul;1186;2122535959;2122148644;15.12.2005
1284;Denizbank A.Ş.;Beyoğlu;Meşrutiyet Cad. No:26 Beyoğlu / İstanbul;1186;2122450408;2122148725;03.01.2002
1285;Denizbank A.Ş.;Karaköy;Müeyyetzade Mahallesi Kemeraltı Caddesi No:16 A Beyoğlu/İsta bul;1186;2122922500;2122148381;15.09.1997
1286;Denizbank A.Ş.;Kasımpaşa;Camii Kebir Mah. Bahriye Cad. No:57 Kasımpaşa Beyoğlu / İsta bul;1186;2122385061;2122148154;09.08.2010
1287;Denizbank A.Ş.;Beykent;Cumhuriyet Mahallesi Şimşek Sokak No:2A Büyükçekmece/İstanbu;1782;2128724700;2122148322;04.11.2002
1288;Denizbank A.Ş.;Büyükçekmece;19 Mayıs Mah. Atatürk Cad. No:42 Büyükçekmece / İstanbul;1782;2128824555;2122148318;27.12.2006
1289;Denizbank A.Ş.;Hadımköy Yolu;Hadımköy Sanayi Bulvarı Alkent 2000 Karşısı 5.Bölge Büyükçek ece/İstanbul;1782;2128861540;2122148133;12.12.2002
1290;Denizbank A.Ş.;Çatalca;Ferhatpaşa Mah. Cumhuriyet Meydanı No:3/1 Çatalca / İstanbul;1237;2127896297;2122148758;25.07.2007
1291;Denizbank A.Ş.;Çekmeköy;Çamlık Mah. Muhsin Yazıcıoğlu Cad. No:46/A Çekmeköy/İstanbul;2052;2166413868;2122148680;18.12.2006
1292;Denizbank A.Ş.;Taşdelen;Taşdelen Mah. Turgut Özal Bulvarı No:133 Çekmeköy/İstanbul;2052;2165091065;2122148759;15.01.2014
1293;Denizbank A.Ş.;Esenler;Kazım Karabekir Mah. Atışalanı Cad. No:79/A Esenler / İstan ul;2016;2126100052;2122148768;04.09.2007
1294;Denizbank A.Ş.;Yüzyıl;Oruç Reis Mah. Barbaros Cad. No:82 Esenler / İstanbul;2016;2124318483;2122148068;26.10.2011
1295;Denizbank A.Ş.;Esenyurt;Zafer Mahallesi Doğan Araslı Bulvarı No:85A Esenyurt/İstanbu;2053;2126993808;2122148694;27.12.2006
1296;Denizbank A.Ş.;Esenyurt Cumhuriyet Caddesi;Cumhuriyet Mah. Nazım Hikmet Bulvarı No:83/1 Story Residence A Blok 148 Nolu Dükkan Esenyurt / İstanbul;2053;2128539440;2122148135;14.12.2012
1297;Denizbank A.Ş.;Eyüp;Merkez Mahallesi Fahri Korutürk Caddesi No:64/B Eyüpsultan/İ tanbul;1325;2125453774;2122148824;28.02.2008
1298;Denizbank A.Ş.;Kemerburgaz Göktürk;Göktürk Merkez Mahallesi İstanbul Caddesi No:7H Eyüpsultan/İ tanbul;1325;2123226101;2122148356;25.05.2007
1299;Denizbank A.Ş.;Rami;Rami Yeni Mahallesi Kuru Gıda 11. Sokak No:73, 75, 77 Eyüpsu tan/İstanbul;1325;2126168621;2122148486;31.01.2002
1300;Denizbank A.Ş.;Topçular;Topçular Mahallesi Rami Kışla Caddesi No:25A Eyüpsultan/İsta bul;1325;2126125895;2122148498;06.02.2002
1301;Denizbank A.Ş.;Beyazıt;Yeniçeriler Cad. No:49 Beyazıt-Eminönü/İstanbul;1327;2126380828;2122148678;16.11.2006
1302;Denizbank A.Ş.;Fatih;Hocaüveys Mahallesi Akdeniz Cad. No : 26/A Fatih / İstanbul;1327;2125349065;2122148444;03.01.2002
1303;Denizbank A.Ş.;Fındıkzade;Kızılelma Cad. No:6_Fatih/İstanbul;1327;2125880851;2122148532;04.11.2002
1304;Denizbank A.Ş.;İstanbul Aksaray;Kemalpaşa Mah. Atatürk Bulvarı No:30-32 Fatih/İstanbul;1327;2125136660;2122148466;10.01.2002
1305;Denizbank A.Ş.;Kapalıçarşı;Yağlıkçılar Cad. Perdahçılar Sok. No:60 Kapalıçarşı ? Beyazıt ? Fatih / İstanbul;1327;2125270203;2122148077;10.12.2010
1306;Denizbank A.Ş.;Kıymetli Maden Ve Dövizli İşlemler;Molla Fenari Mah. Atik Ali Paşa Medrese Sok. No: 11 Çemberlitaş Fatih/İstanbul;1327;2122441701;2122148590;05.02.2004
1307;Denizbank A.Ş.;Kocamustafapaşa;Silivrikapı Mahallesi Kuva-Yi Milliye Caddesi No:12/B Fatih/ stanbul;1327;2125870303;2122148334;28.02.2008
1308;Denizbank A.Ş.;Laleli;Mimar Kemalettin Mahallesi, Ordu Caddesi, No:33 / 102-103 Fatih / İstanbul;1327;2124583009;2122148766;17.08.2007
1309;Denizbank A.Ş.;Nuruosmaniye;Molla Fenari Mah. Nuruosmaniye Caddesi No:64 Fatih/İstanbul;1327;2125191165;2122148160;04.11.2002
1310;Denizbank A.Ş.;Sirkeci;Ankara Cad. Dede Han No.118-120 Sirkeci/İstanbul;1327;2125274237;2122148698;27.12.2006
1311;Denizbank A.Ş.;Sultanhamam;Hobyar Mah. Yenicami Cad. No:25 Sultanhamam/İstanbul;1327;2125132600;2122148285;27.11.1997
1312;Denizbank A.Ş.;Şehzadebaşı;Balabanağa Mah. Vidinli Tevfikpaşa Cad. No:14/B Fatih İstanb l;1327;2125190851;2122148443;28.03.2012
1313;Denizbank A.Ş.;Avrupa Tem;Karayolları Mah. Abdi İpekçi Cad. Avrupa Konutları Sit. Bina No:18/2 Dükkan No:152 Küçükköy / Gaziosmanpaşa / İstanbul;1336;2126097888;2122148627;18.08.2010
1314;Denizbank A.Ş.;Gaziosmanpaşa Çarşı;Bağlarbaşı Mah. Bağlarbaşı Cad. No:76-78/A Gaziosmanpaşa/İst nbul;1336;2126140120;2122148125;16.07.2012
1315;Denizbank A.Ş.;İstanbul Gaziosmanpaşa;Ordu Cad No:25 Gaziosmanpaşa/İstanbul;1336;2126169023;2122148484;31.01.2002
1316;Denizbank A.Ş.;Güngören;Sancaklı Cad. Çarşı Sok. No:1 Güngören / İstanbul;2010;2125571157;2122148464;04.01.2002
1317;Denizbank A.Ş.;Güngören Çarşı;Sanayi Mah. Posta Cad. No:113 Güngören/İstanbul;2010;2125536836;2122148336;21.03.2008
1318;Denizbank A.Ş.;Merter;Keresteciler Sitesi Fatih Cd. Ceviz Sok. No:22/1 34169 Merte /İstanbul;2010;2126372610;2122148162;03.01.2002
1319;Denizbank A.Ş.;Acıbadem;Acıbadem Cad.Kaktüs Apt. No.164/5 Acıbadem-Kadıköy/İstanbul;1421;2163398121;2122148736;11.06.2007
1320;Denizbank A.Ş.;Altıyol;Söğütlüçeşme Cad. Karadut Sok. No:1 Kadıköy / İstanbul;1421;2163476577;2122148524;04.11.2002
1321;Denizbank A.Ş.;Bağdat Caddesi;Bostancı Mahallesi Bağdat Caddesi No:491/0 Kadıköy/İstanbul;1421;2163730900;2122148275;06.08.2013
1322;Denizbank A.Ş.;Çemenzar;Fahrettin Kerim Gökay Cad. Mazharbey Durak Çeviköz Apt. No:169/A 34732 Göztepe Kadıköy / İstanbul;1421;2165650612;2122148103;09.02.2011
1323;Denizbank A.Ş.;Fikirtepe;Fikirtepe Mah. Mandıra Cad. No:88 Kadıköy/İstanbul;1421;2165510421;2122148284;19.12.2008
1324;Denizbank A.Ş.;Göztepe İstasyon;Göztepe Mahallesi Tütüncü Mehmet Efendi Caddesi No:82/A Kadı öy/İstanbul;1421;2163861970;2122148546;13.11.2002
1325;Denizbank A.Ş.;Kadıköy Rıhtım;Caferağa Mah. Albay Faik Sözdener Cad. No:13/A Kadıköy /İsta bul;1421;2164145270;2122148709;03.01.2002
1326;Denizbank A.Ş.;Kazasker;Kozyatağı Mah. Şemsettin Günaltay Cad. No:80/A Kozyatağı Kad köy/İstanbul;1421;2164644150;2122148421;18.09.1998
1327;Denizbank A.Ş.;Kızıltoprak;Feneryolu Mahallesi Bağdat Caddesi No:91/A Kadıköy/İstanbul;1421;2163308125;2122148415;06.07.1998
1328;Denizbank A.Ş.;Koşuyolu;Koşuyolu Cad. No:48 Kadıköy / İstanbul;1421;2163262252;2122148012;24.06.2011
1329;Denizbank A.Ş.;Kozyatağı Ticari Merkez;Sahrayıcedit Mahallesi Halk Sokak No:29 A Kadıköy/İstanbul;1421;2165863930;2122148373;14.06.2011
1330;Denizbank A.Ş.;Moda;Caferağa Mah. Moda Cad. No:103A Kadıköy/İstanbul;1421;2163465442;2122148230;22.12.2004
1331;Denizbank A.Ş.;Sahrayıcedid;Atatürk Cad. Tokman Apt. No.25/A Sahrayıcedit/İstanbul;1421;2163863544;2122148254;11.07.2005
1332;Denizbank A.Ş.;Suadiye;Bağdat Cad. Maraş Apt. No:398/B 34740 Suadiye Kadıköy / İsta bul;1421;2163024020;2122148425;16.10.1998
1333;Denizbank A.Ş.;4. Levent;Eski Büyükdere Cad. No:13/B 4. Levent Kağıthane / İstanbul;1810;2123259044;2122148480;31.01.2002
1334;Denizbank A.Ş.;Çağlayan;Hürriyet Mahallesi, Vatan Caddesi, No:6A Kağıthane / İstanbu;1810;2122256763;2122148090;04.11.2002
1335;Denizbank A.Ş.;Kağıthane;Merkez Mahallesi Çobançeşme Caddesi No:15 Kağıthane/İstanbul;1810;2122958252;2122148262;30.10.2008
1336;Denizbank A.Ş.;Kartal Çarşı;Kordonboyu Mah.Ankara Cad. No.78 Kartal/İstanbul;1449;2164889090;2122148711;03.01.2002
1337;Denizbank A.Ş.;Soğanlık;Yeni Mah. Atatürk Cad. No:60/10 Soğanlık Kartal / İstanbul;1449;2164520303;2122148617;01.09.2010
1338;Denizbank A.Ş.;Cennet Mahallesi;Cennet Mah. Yahya Kemal Beyatlı Cad. No:12/A Küçükçekmece/İs anbul;1823;2126246484;2122148328;27.12.2006
1339;Denizbank A.Ş.;Halkalı;İkitelli Cad. No:151 Halkalı - Küçükçekmece / İstanbul;1823;2126981503;2122148324;29.11.2010
1340;Denizbank A.Ş.;İmsan İkitelli;Küçükçekmece İkitelli Osb Mahallesi İmsan E Blok Sokak İmsan Sitesi E Blok Dış Kapı No:25 Küçükçekmece/İstanbul;1823;2124712372;2122148522;04.11.2002
1341;Denizbank A.Ş.;Sefaköy;Halkalı Cad. 122 Sefaköy/İstanbul;1823;2126240652;2122148454;03.01.2002
1342;Denizbank A.Ş.;Tümsan Başakşehir;İkitelli Org. San. Böl. Tümsan San. Sit. 2. Kısım C Blok No:20 Küçükçekmece/İstanbul;1823;2124858500;2122148628;06.10.2005
1343;Denizbank A.Ş.;İdealtepe;Altayçeşme Mah. Bağdat Cad. No:283/B Maltepe / İstanbul;2012;2164579600;2122148142;12.12.2011
1344;Denizbank A.Ş.;Küçükyalı;Çınar Mahallesi Bağdat Caddesi No:183A Maltepe/İstanbul;2012;2163672660;2122148234;14.03.2005
1345;Denizbank A.Ş.;Maltepe;Bağlarbaşı Mah. Bağdat Caddesi No:471/A Maltepe/İstanbul;2012;2164594670;2122148671;12.04.1999
1346;Denizbank A.Ş.;Kaynarca;E5 Yanyol Üzerı Çamçeşme Mah. Kemalpaşa Cad. No:1/A 34899 Kaynarca - Pendık / İstanbul;1835;2163964433;2122148067;04.11.2010
1347;Denizbank A.Ş.;Kurtköy;Kurtköy Mahallesi Ankara Caddesi No:319 A Pendik/İstanbul;1835;2163787858;2122148750;25.06.2007
1348;Denizbank A.Ş.;Pendik;Batı Mah. Gezi Boyu Cad. No:84 Pendik/İstanbul;1835;2163905522;2122148170;01.02.2002
1349;Denizbank A.Ş.;Pendik Çarşı;Doğu Mah. 23 Nisan Cad. No:49/A Pendik / İstanbul;1835;2165062030;2122148095;13.12.2010
1350;Denizbank A.Ş.;Pendik E-5;Çınardere Mahallesi Gönenli Mehmet Efendi Caddesi No:63/1 Pe dik/İstanbul;1835;2164524400;2122148399;24.11.1997
1351;Denizbank A.Ş.;Sancaktepe;Meclis Mah. Katip Çelebi Cad. No:1/F Sancaktepe/İstanbul;2054;2166482081;2122148637;01.09.2010
1352;Denizbank A.Ş.;Maslak;Maslak Mahallesi Aos 53. Sokak No:1/1 Sarıyer/İstanbul;1604;2122863111;2122148470;10.01.2002
1353;Denizbank A.Ş.;Sarıyer;Sarıyer Mah. Türbe Çeşmesi Sok. No:10 34450 Sarıyer / İstanb l;1604;2122425122;2122148653;24.09.2010
1354;Denizbank A.Ş.;Silivri;Piri Mehmet Paşa Mah. Başkomutan Cad. No:8/A Silivri/İstanbu;1622;2127287242;2122148796;12.12.2007
1355;Denizbank A.Ş.;Sultanbeyli;Abdurrahmangazi Mahallesi Bosna Bulvarı No:9/B Sultanbeyli/İ tanbul;2014;2164966800;2122148216;30.09.2004
1356;Denizbank A.Ş.;Sultançiftliği;İsmet Paşa Mah. Eski Edirne Asfaltı No:703/A Sultangazi/İsta bul;2055;2126678050;2122148218;30.09.2004
1357;Denizbank A.Ş.;Avrupa Kurumsal;Büyükdere Caddesi No:141 Kat:3 Esentepe-Şişli/İstanbul;1663;2123488600;2122148624;26.09.2005
1358;Denizbank A.Ş.;Bahçekapı Ticari Merkez;Büyükdere Caddesi No:141 K:4 Esentepe-Şişli/İstanbul;1663;2123484900;2122148714;02.04.2007
1359;Denizbank A.Ş.;Elmadağ;Ergenekon Mahallesi Halaskargazi Caddesi No:21/1 Şişli/İstan ul;1663;2122305233;2122148387;24.11.1997
1360;Denizbank A.Ş.;Esentepe Ticari Merkez;Büyükdere Caddesi No:141 K:4 Esentepe-Şişli/İstanbul;1663;2123488360;2122148710;02.04.2007
1361;Denizbank A.Ş.;Gayrettepe Ticari Merkez;Büyükdere Caddesi No:141 Kat:4 Esentepe-Şişli/İstanbul;1663;2123489800;2122148629;09.08.2010
1362;Denizbank A.Ş.;Internet Şube;Büyükdere Cad. No:141 Esentepe Şişli/İstanbul;1663;8502220800;2124440800;10.01.1999
1363;Denizbank A.Ş.;İstanbul Anadolu Ticari Merkez;Büyükdere Caddesi No:141 Kat:4 Esentepe-Şişli/İstanbul;1663;2123483777;2122148172;01.08.2008
1364;Denizbank A.Ş.;Maslak Ticari Merkez Ve İstanbul Kamu Finansmanı;Büyükdere Caddesi No:141 Kat:3 Esentepe-Şişli/İstanbul;1663;2123483700;2122148640;12.12.2005
1365;Denizbank A.Ş.;Mecidiyeköy;Büyükdere Cad. Çınarlı Apt. No.77/2-4 Mecideköy/İstanbul;1663;2122131220;2122148250;17.06.2005
1366;Denizbank A.Ş.;Mobil Şube 1;Büyükdere Cad. No:141 Esentepe Şişli/İstanbul;1663;8502220800;2124440800;10.01.1999
1367;Denizbank A.Ş.;Mobil Şube 2;Büyükdere Cad. No:141 Esentepe Şişli/İstanbul;1663;8502220800;2124440800;10.01.1999
1368;Denizbank A.Ş.;Nişantaşı;Vali Konağı Cad. No.115/A Nişantaşı/İstanbul;1663;2122919485;2122148452;03.01.2002
1369;Denizbank A.Ş.;Özel Bankacılık Merkezi;Büyükdere Cad. No : 141 K:19 Esentepe / İstanbul;1663;8502226935;2122148734;11.06.2007
1370;Denizbank A.Ş.;Perpa;Perpa Tic. Merkezi B Blok K:5 No:389 Okmeydanı/İstanbul;1663;2122109400;2122148180;17.09.1999
1371;Denizbank A.Ş.;Saklama;Büyükdere Caddesi. No:108/B Kat:5 Esentepe;1663;2123483657;2123363091;29.11.2010
1372;Denizbank A.Ş.;Şişli;Halaskargazi Cad. No:188/A  Şişli/İstanbul;1663;2123432681;2122148220;09.11.2004
1373;Denizbank A.Ş.;Zincirlikuyu;Büyükdere Cad. No:141/1 Zemin Kat Esentepe Şişli/İstanbul;1663;2123489898;2122148405;10.11.1997
1374;Denizbank A.Ş.;Zincirlikuyu Ticari Merkez;Esentepe Mahallesi Büyükdere Caddesi No:141/4 Esentepe-Şişli İstanbul;1663;2123488484;2122148073;16.09.2009
1375;Denizbank A.Ş.;Tuzla;Cami Mah. Mimar Sinan Cad. No: 46 / B Tuzla / İstanbul;2015;2167011091;2122148047;28.10.2010
1376;Denizbank A.Ş.;Tuzla Organize Sanayi;Aydınlı Mah. Boya Vernik Osb. 1 NoLu Cadde No:1 Tuzla / İsta bul;2015;2165933199;2122148880;01.07.2008
1377;Denizbank A.Ş.;Tuzla Tersane;Aydıntepe Mah. Dr. Sadık Ahmet Cad. No:57 Tuzla / İstanbul;2015;2164935000;2122148530;04.11.2002
1378;Denizbank A.Ş.;Dudullu;Aşağı Dudullu Mah. Alemdağ Cad. No:449-457/E   Ümraniye / İs anbul;1852;2164996677;2122148446;03.01.2002
