customerID;isControl;isBusiness;creditLimit;tenure;comparisonPA;target;reward;optIn;observationPA
10323;0;0;4000;82;2200;3000;120;0;675
8192;0;0;8000;86;2200;3000;120;0;650
5020;0;0;7000;17;2198.53;3000;120;0;1953.09
834;1;0;9000;86;2195;3000;120;0;3734
1713;1;0;4000;73;2195;3000;120;0;1716
9787;0;0;6000;71;2193.66;3000;120;0;2044.85
9029;0;1;6000;110;2193.1;3000;120;0;1946.13
4663;0;1;8000;6;2192.53;3000;120;1;4097.91
4278;0;0;9000;3;2192;3000;120;0;1184
5292;0;1;3000;43;2192;3000;120;0;2747
8366;0;0;9000;101;2191;3000;120;0;2871
7168;0;1;5000;115;2190;3000;140;1;1690
9241;0;0;4000;32;2190;3000;140;0;2500
3494;0;0;7000;94;2188;3000;120;0;2479
8822;0;0;10000;111;2181.2;3000;140;1;4025.06
11517;0;0;6000;70;2180.44;3000;140;1;3989.78
3092;0;0;14000;26;2177.49;3000;140;1;3494.55
8966;0;0;9000;108;2176;3000;140;0;1493
5686;0;0;16000;4;2175.77;3000;140;1;5835.01
4850;0;0;13000;104;2175;3000;140;1;3075
6329;0;0;4000;28;2175;3000;140;0;2800
6717;0;0;9000;31;2175;3000;140;0;2422
11448;0;0;8000;11;2175;3000;140;0;2300
4885;0;0;7000;26;2175;3000;140;0;750
1145;1;1;12000;109;2172;3000;140;0;8955
9128;0;1;5000;118;2171;3000;140;0;782
8475;0;0;6000;62;2170;3000;140;0;2197
3310;0;0;4000;96;2170;3000;140;0;1460
10004;0;0;9000;103;2170;3000;140;0;1010
10285;0;1;7000;4;2162.68;3000;140;0;2872.02
6061;0;0;9000;68;2162.31;3000;140;0;1101.73
5502;0;0;15000;6;2161.81;3000;140;1;9140.95
10736;0;0;20000;88;2160.28;3000;140;1;17618.5
7878;0;0;7000;113;2160;3000;140;0;2650
2076;0;0;8000;56;2159;3000;140;0;1129
9620;0;0;8000;110;2159;3000;140;0;693
12000;0;0;10000;21;2158;3000;140;0;1918
6416;0;0;6000;28;2157;3000;140;0;1254
4706;0;0;4000;69;2150;3000;140;1;3700
3639;0;0;7000;81;2150;3000;100;1;3450
2207;0;0;6000;30;2150;3000;140;0;2675
11281;0;0;4000;3;2150;3000;140;0;2650
8897;0;0;6000;40;2150;3000;140;0;2175
9470;0;1;5000;65;2150;3000;140;0;2600
11203;0;1;7000;60;2150;3000;100;0;2600
2904;0;1;5000;61;2150;3000;140;0;2020
11230;0;1;5000;42;2150;3000;100;0;950
5586;0;0;10000;30;2144.65;2400;200;0;1578.68
9077;0;0;20000;98;2141.72;2800;100;1;5112.45
4853;0;0;10000;115;2139.53;2800;100;1;4272.29
3971;0;0;9000;101;2138.77;2800;100;0;1909.46
2052;0;0;4000;41;2137;2800;100;0;1141
5957;0;0;8000;33;2136;2800;100;1;2960
3702;0;0;6000;29;2135;2800;100;0;1812
11683;0;0;6000;108;2134;2800;100;0;2415
4757;0;0;13000;37;2130;2800;100;1;3190
5028;0;0;11000;98;2130;2800;100;0;2510
9764;0;1;5000;81;2126.51;2800;100;0;2115.12
5202;0;0;3000;105;2126.35;2800;100;0;1319.35
5217;0;1;10000;104;2125;2800;100;1;3850
10324;0;0;9000;111;2125;2800;100;1;3100
7477;0;1;7000;119;2125;2800;100;1;3125
5440;0;0;9000;16;2125;2800;100;0;1475
4634;0;1;8000;87;2124.26;2800;100;1;3247.7
11461;0;1;5000;59;2124.05;2800;100;0;2093.98
9534;0;0;15000;115;2124;2800;100;1;9069
10981;0;0;7000;66;2124;2800;100;0;1372
8809;0;1;6000;57;2122;2800;100;1;2766
6657;0;0;7000;83;2122;2800;100;0;1454
3780;0;0;22000;6;2120;2800;100;1;7380
7879;0;0;5000;84;2120;2800;100;0;1490
1571;1;0;3000;106;2120;2800;100;0;1843
2315;0;1;5000;28;2114.9;2800;100;0;2021.07
3901;0;0;18000;4;2114.53;2800;100;1;13659.65
7982;0;1;24000;5;2114.33;2800;100;1;15758.4
4067;0;0;9000;16;2111.36;2800;120;0;1118.9
9270;0;1;5000;37;2111;2800;120;0;2114
8591;0;0;7000;36;2111;2800;120;0;928
3852;0;1;5000;113;2110;2800;120;1;3540
10670;0;0;6000;76;2110;2800;120;1;2120
10524;0;0;6000;120;2109;2800;120;1;2166
7841;0;0;4000;47;2109;2800;120;0;2114
2064;0;0;4000;31;2102.03;2800;120;0;1134.24
11049;0;0;10000;95;2102.01;2800;120;0;847.64
6762;0;0;8000;69;2101.99;2800;120;1;2186.24
5010;0;0;6000;79;2101.95;2800;120;0;2548.03
9776;0;0;17000;3;2100;2800;100;1;5550
3944;0;1;13000;5;2100;2800;120;1;5500
11908;0;1;55000;22;2100;2800;120;1;20000
3471;0;0;15000;71;2100;2800;120;1;4800
2872;0;1;8000;19;2100;2800;120;1;3300
11477;0;1;10000;118;2100;2800;120;1;3300
4359;0;0;10000;115;2100;2800;120;1;2900
5186;0;0;10000;29;2100;2800;120;1;2800
1857;1;0;4000;71;2100;2800;120;0;2950
6372;0;0;4000;12;2100;2800;120;0;2750
10533;0;0;6000;72;2100;2800;120;0;2650
9630;0;0;4000;106;2100;2800;100;0;2600
3172;0;0;10000;64;2100;2800;100;0;2600
7211;0;0;8000;71;2100;2800;120;0;2550
2202;0;0;5000;85;2100;2800;120;0;2500
1661;1;0;5000;26;2100;2800;120;0;2280
6565;0;0;6000;15;2100;2800;100;0;2200
1682;1;0;10000;55;2100;2800;120;0;2125
3488;0;0;3000;101;2100;2800;120;0;1950
3558;0;0;3000;48;2100;2800;120;0;1700
2881;0;0;5000;87;2100;2800;120;0;1600
6066;0;0;8000;37;2100;2800;120;0;1100
2086;0;0;3000;56;2100;2800;120;0;1052
2410;0;0;7000;112;2100;2800;100;0;2100
7701;0;0;3000;20;2100;2800;100;0;1750
5960;0;1;3000;91;2100;2800;120;1;1907
2613;0;0;6000;62;2100;2800;100;0;1500
1873;1;0;5000;65;2100;2800;120;0;1800
9705;0;1;5000;60;2100;2800;120;0;1700
2968;0;1;5000;45;2100;2800;120;0;1400
2131;0;1;5000;79;2100;2800;120;0;1175
1510;1;1;5000;51;2100;2800;120;0;2100
3897;0;0;8000;10;2100;2800;120;0;1000
7236;0;0;4000;66;2100;2800;120;0;850
3312;0;0;4000;114;2100;2800;120;0;0
10735;0;0;8000;27;2100;2800;100;0;800
7072;0;1;5000;46;2100;2800;120;0;190
10898;0;0;10000;80;2099;2800;120;0;2214
5980;0;0;4000;50;2099;2800;120;0;1901
3874;0;1;16000;3;2090.68;2800;120;1;9878.55
10123;0;1;5000;39;2090;2800;120;0;1200
1586;1;1;5000;77;2090;2800;120;0;1540
8849;0;0;8000;88;2089.69;2800;120;0;802.41
8955;0;0;20000;3;2089.14;2800;120;1;16696.4
3606;0;0;9000;40;2088.9;2800;120;1;3736.59
4417;0;0;54000;3;2088;2800;120;1;19317
4602;0;0;72000;90;2088;2800;120;1;30212
9257;0;0;10000;9;2087;2800;120;1;3502
2381;0;0;12000;15;2087;2800;120;1;3102
7842;0;0;7000;72;2080;2800;120;0;2030
4070;0;0;7000;12;2077.68;2800;120;0;1115.98
11866;0;0;6000;5;2076.16;2800;120;0;2740.67
5357;0;0;8000;34;2075;2800;120;0;1950
9778;0;0;5000;6;2075;2800;120;0;1875
7666;0;0;6000;95;2075;2800;120;0;1800
10597;0;1;5000;25;2075;2800;120;0;1300
10599;0;0;6000;32;2074.55;2800;120;1;1704.39
10804;0;0;7000;10;2074;2800;120;0;1640.39
8084;0;0;3000;104;2073;2800;120;0;1079
5945;0;0;49000;4;2072;2800;120;1;13511
7095;0;0;12000;64;2071;2800;120;1;3055
11149;0;0;47000;5;2070;2800;120;1;16621
3668;0;0;6000;84;2070;2800;120;0;1790
10325;0;0;3000;81;2070;2800;120;0;440
4312;0;0;7000;6;2062.83;2800;120;0;1471.61
5564;0;1;5000;109;2062.28;2800;120;0;2654.55
11205;0;0;3000;4;2061.97;2800;120;0;1279.49
2809;0;0;9000;58;2061;2800;120;0;2782
10103;0;0;75000;5;2060.97;2800;120;1;33376.6
11504;0;0;20000;4;2060;2800;120;1;6355
7216;0;0;11000;6;2060;2800;120;1;5311
3895;0;0;31000;77;2060;2800;120;1;8220
8931;0;0;13000;115;2060;2800;120;1;3650
9563;0;0;4000;106;2059;2800;120;0;2656
10801;0;0;5000;13;2054.86;2800;120;0;1317.57
6743;0;0;6000;82;2053.11;2800;120;0;2118.57
7567;0;0;5000;70;2052.4;2800;120;0;1870.2
3283;0;0;4000;69;2052.34;2800;120;0;1424.18
3199;0;0;10000;75;2051;2800;120;1;4181
2772;0;0;13000;60;2051;2800;120;1;3010
7222;0;0;13000;109;2051;2800;120;1;2958
11762;0;0;13000;41;2050;2800;120;1;4000
9343;0;0;12000;103;2050;2800;120;1;3846
7336;0;0;14000;105;2050;2800;120;1;3590
9380;0;1;8000;71;2050;2800;120;1;4100
7348;0;1;5000;11;2050;2800;120;1;3200
2612;0;0;7000;89;2050;2800;120;1;2350
7720;0;0;8000;91;2050;2800;120;1;1790
2998;0;0;8000;53;2050;2800;120;0;2750
11847;0;0;3000;36;2050;2800;120;0;2700
5929;0;0;3000;27;2050;2800;120;0;1875
4518;0;1;4000;15;2050;2800;120;1;2350
11824;0;1;5000;47;2050;2800;120;1;1900
8163;0;1;5000;9;2050;2800;120;1;1175
9663;0;0;7000;36;2050;2800;120;0;1550
9136;0;0;8000;38;2050;2800;120;0;1550
10102;0;1;5000;85;2050;2800;120;0;1050
7147;0;0;5000;54;2050;2800;120;0;900
4630;0;0;7000;87;2042.32;2800;120;1;1638.23
7535;0;1;5000;48;2041.74;2800;120;0;995.67
10935;0;0;10000;33;2041.01;2800;120;1;2630.35
6513;0;0;12000;60;2040.57;2800;120;1;4694.29
6981;0;1;5000;106;2040;2800;120;1;3479
3033;0;1;5000;5;2040;2800;120;1;3330
7315;0;1;5000;66;2040;2800;120;0;2500
10505;0;0;13000;15;2039;2800;120;1;3236
8435;0;0;8000;109;2039;2800;120;1;2467
11427;0;1;6000;119;2039;2800;120;0;2339
3232;0;0;18000;3;2031.03;2800;120;1;6529.35
9324;0;0;58000;99;2030.26;2800;120;1;27482.3
10742;0;0;6000;12;2030.01;2800;120;0;1565.88
5840;0;0;6000;22;2030;2800;120;0;1874
10733;0;1;5000;112;2030;2800;120;0;2590
2892;0;1;5000;45;2030;2800;120;0;2030
4529;0;0;4000;75;2029.72;2800;120;0;1455.57
11891;0;1;5000;44;2029;2800;120;0;2666
8541;0;1;5000;57;2029;2800;120;0;1538
10372;0;0;7000;68;2028;2800;120;0;491
2607;0;1;5000;88;2025;2800;120;1;3500
5459;0;0;11000;31;2025;2800;120;0;2650
7623;0;0;3000;88;2025;2800;120;0;1575
3227;0;0;7000;51;2025;2800;120;0;1400
11261;0;0;4000;30;2025;2800;120;0;1225
4828;0;1;5000;50;2025;2800;120;0;2050
11693;0;0;8000;111;2023.68;2800;120;0;1.68
11567;0;0;3000;38;2023.64;2800;120;1;1765.2
6791;0;1;15000;5;2023.63;2800;120;1;5133.91
64;1;0;7000;8;2022.55;2800;120;0;873.89
6705;0;0;11000;106;2022.08;2800;120;1;3928.63
3044;0;0;12000;96;2022;2800;120;1;3160
10968;0;1;6000;103;2020;2800;120;1;3540
9681;0;0;8000;69;2020;2800;120;0;2415
2323;0;0;6000;84;2020;2800;120;1;540
2666;0;0;20000;29;2018;2800;120;1;5022
5362;0;0;12000;4;2017;2800;120;1;5851
1833;1;0;5000;42;2012.66;2800;120;0;1634.48
9069;0;0;8000;58;2010;2800;120;1;3050
4449;0;0;7000;48;2010;2800;120;0;1290
2822;0;1;8000;77;2009.86;2800;120;1;4151.45
3712;0;0;7000;25;2009.69;2800;120;0;1764.56
10845;0;0;7000;77;2009.58;2800;120;0;2543.43
10519;0;1;6000;22;2009.23;2800;120;0;2650.84
10706;0;0;10000;55;2009;2800;120;1;3671
4641;0;0;5000;105;2009;2800;120;1;3243
2826;0;1;5000;94;2009;2800;120;1;2883
10864;0;0;12000;20;2008;2800;120;0;2658
4992;0;0;10000;71;2000.09;2800;120;1;3174.59
4913;0;0;64000;3;2000;2500;120;1;27400
9690;0;0;58000;3;2000;2500;80;1;23250
2541;0;0;16000;3;2000;2500;120;1;5000
10856;0;0;40000;4;2000;2500;80;1;31150
9867;0;0;33000;5;2000;2500;80;1;9400
7945;0;0;51000;6;2000;2500;120;1;13700
11812;0;1;25000;6;2000;2500;80;1;11600
8965;0;0;14000;6;2000;2500;80;1;6150
5933;0;0;64000;27;2000;2500;120;1;20250
3145;0;0;14000;85;2000;2500;120;1;4500
10483;0;0;7000;40;2000;2500;80;1;4500
5438;0;0;7000;4;2000;2500;120;1;4375
7074;0;0;15000;92;2000;2500;80;1;4000
11546;0;0;12000;65;2000;2500;120;1;3900
7343;0;0;12000;54;2000;2500;120;1;3800
5613;0;0;9000;4;2000;2500;120;1;3750
10765;0;0;14000;5;2000;2500;80;1;3750
2721;0;0;8000;105;2000;2500;120;1;3500
8882;0;0;5000;12;2000;2500;120;1;3500
10673;0;0;9000;8;2000;2500;100;1;3500
8685;0;0;14000;60;2000;2500;80;1;3500
11175;0;0;7000;66;2000;2500;80;1;3500
8834;0;0;10000;52;2000;2500;120;1;3450
7830;0;0;12000;54;2000;2500;80;1;3400
6317;0;0;12000;116;2000;2500;100;1;3000
4538;0;0;8000;37;2000;2500;120;1;2800
10151;0;0;4000;39;2000;2500;120;1;2750
2164;0;0;10000;104;2000;2500;120;1;2500
9315;0;0;9000;34;2000;2500;80;1;2500
2850;0;0;5000;27;2000;2500;80;1;2500
2434;0;0;7000;72;2000;2500;80;0;2400
10799;0;0;3000;81;2000;2500;120;0;2200
6313;0;0;6000;80;2000;2500;80;0;2170
5635;0;0;6000;114;2000;2500;80;1;1750
7592;0;0;7000;30;2000;2500;80;1;1525
2307;0;0;4000;44;2000;2500;80;0;2100
1851;1;0;8000;53;2000;2500;120;0;2100
2594;0;0;6000;82;2000;2500;120;0;1600
8622;0;0;4000;117;2000;2500;120;0;1300
5249;0;0;7000;109;2000;2500;120;0;1250
11438;0;0;3000;105;2000;2500;120;0;1000
9865;0;0;5000;44;2000;2500;120;0;1000
11515;0;0;6000;95;2000;2500;100;0;1000
9180;0;0;7000;69;2000;2500;80;0;1500
5165;0;0;7000;120;2000;2500;80;0;1400
8994;0;0;3000;17;2000;2500;80;0;1250
3074;0;0;6000;70;2000;2500;80;0;1000
8643;0;0;7000;112;2000;2500;80;0;1000
4801;0;0;5000;62;2000;2500;80;0;1000
1815;1;0;5000;24;2000;2500;120;0;1900
1701;1;0;3000;7;2000;2500;120;0;1750
1199;1;0;4000;86;2000;2500;100;0;1000
1558;1;0;6000;106;2000;2500;80;0;1500
1478;1;0;3000;115;2000;2500;80;0;1250
1179;1;0;5000;101;2000;2500;80;0;1100
1273;1;0;7000;98;2000;2500;80;0;1000
5078;0;1;5000;49;2000;2500;120;0;2150
5900;0;1;3000;38;2000;2500;120;0;1500
11076;0;1;5000;69;2000;2500;120;0;1500
2844;0;1;5000;12;2000;2500;120;0;1250
8696;0;1;5000;65;2000;2500;120;0;1000
11717;0;1;5000;111;2000;2500;80;0;1800
6969;0;1;5000;28;2000;2500;80;0;1150
1908;1;1;5000;105;2000;2500;80;0;2000
9430;0;0;7000;55;2000;2500;100;0;500
11272;0;0;4000;48;2000;2500;80;0;830
10549;0;0;5000;41;2000;2500;80;0;0
6134;0;0;8000;107;1999.95;2500;80;0;1172.51
5224;0;0;10000;76;1999.87;2500;80;1;2662.91
10290;0;1;5000;110;1999.78;2500;80;0;2278.92
7758;0;0;29000;90;1999;2500;80;1;8460
1753;1;0;3000;72;1998.96;2500;80;0;1364.19
7521;0;0;38000;105;1998;2500;80;1;12280
5967;0;0;26000;4;1997;2500;80;1;15350
10036;0;1;5000;47;1996;2500;80;0;413
1255;1;0;6000;64;1994.18;2500;80;0;1128.23
1769;1;1;4000;104;1993.85;2500;80;0;1173.77
1719;1;0;6000;105;1992.54;2500;80;0;1553.56
5827;0;0;8000;5;1991.8;2500;80;1;5460.26
1697;1;1;5000;29;1991.7;2500;80;0;1394.89
11494;0;0;6000;98;1991.48;2500;80;1;2352.79
483;1;0;12000;59;1990.2;2500;80;0;6947.5
3131;0;0;5000;110;1990;2500;80;1;2660
8973;0;0;7000;46;1990;2500;80;0;1310
7499;0;0;10000;68;1989.68;2500;80;1;3381.31
8468;0;0;5000;118;1988.54;2500;80;0;676.54
5007;0;0;7000;88;1988;2500;80;1;2750
8120;0;0;7000;77;1988;2500;80;0;1029
2808;0;0;6000;40;1987;2500;80;0;2354
6653;0;1;5000;48;1987;2500;80;0;2474
1783;1;1;9000;34;1983.15;2500;80;0;3000
6038;0;0;4000;110;1981.58;2500;80;0;1007.28
8530;0;0;5000;35;1981;2500;80;0;923.43
10566;0;0;11000;44;1980.89;2500;80;1;2535.85
11694;0;0;4000;9;1980.04;2500;80;1;2702.22
6410;0;0;6000;40;1980;2500;80;0;2330
6604;0;0;6000;15;1980;2500;80;0;820
804;1;0;3000;53;1979.37;2500;80;0;1314.67
11718;0;1;5000;107;1979;2500;80;0;1870
3386;0;1;5000;93;1979;2500;80;0;1384
9900;0;0;7000;63;1979;2500;80;0;827
6763;0;0;6000;103;1979;2500;80;0;349
1683;1;1;5000;64;1976.14;2500;80;0;1516.95
5320;0;0;13000;7;1975;2500;80;1;3200
3090;0;0;4000;77;1975;2500;80;1;2800
10508;0;1;5000;38;1975;2500;80;1;1500
11823;0;0;7000;55;1975;2500;80;0;1625
6206;0;1;5000;101;1975;2500;80;0;2125
2435;0;1;4000;80;1975;2500;80;0;1975
1756;1;1;5000;36;1974.44;2500;80;0;1198.39
1585;1;0;5000;82;1973.39;2500;80;0;1825.76
1914;1;1;5000;90;1973.29;2500;80;0;1404.91
9926;0;1;40000;5;1971.18;2500;80;1;17468.1
1746;1;0;5000;21;1971.08;2500;80;0;1230.01
3369;0;1;5000;12;1970.98;2500;80;1;2624.96
10135;0;0;3000;112;1970;2500;80;0;1030
6260;0;0;12000;51;1969.04;2500;80;1;3032.56
3269;0;0;7000;115;1968.48;2500;80;0;792.38
8243;0;0;6000;13;1968;2500;80;0;426
2638;0;1;8000;109;1967;2500;80;1;4463
1414;1;0;4000;41;1967;2500;80;0;1247
11817;0;0;12000;64;1966;2500;80;1;2993
3847;0;1;5000;71;1965;2500;80;1;2677
1850;1;0;3000;94;1965;2500;80;0;1361
979;1;0;8000;14;1963;2500;80;0;1168
1251;1;0;7000;5;1962;2500;80;0;1008
1295;1;0;8000;8;1960;2500;80;0;1320
619;1;0;6000;74;1960;2500;80;0;1060
3613;0;1;5000;87;1960;2500;80;0;970
4402;0;0;6000;17;1958.82;2500;80;0;663.34
5868;0;0;4000;39;1957.83;2500;80;1;2729.89
7483;0;1;5000;21;1957.49;2500;80;1;3544.65
11327;0;0;20000;6;1957.41;2500;80;1;5268.49
4621;0;0;3000;95;1957;2500;80;0;1351
11994;0;0;6000;49;1956;2500;80;0;1929
4915;0;0;18000;3;1955;2500;80;1;5432
9218;0;0;7000;65;1955;2500;80;0;628
10711;0;0;19000;99;1950;2500;100;1;4800
9348;0;1;10000;66;1950;2500;80;1;4680
2561;0;0;13000;41;1950;2500;80;1;3200
11101;0;0;12000;62;1950;2500;80;1;3100
2675;0;1;8000;11;1950;2500;80;1;4260
5412;0;1;6000;14;1950;2500;80;1;2775
3108;0;0;9000;100;1950;2500;80;0;2275
4575;0;0;7000;40;1950;2500;80;0;2200
6375;0;0;4000;79;1950;2500;80;0;1950
11905;0;0;6000;117;1950;2500;80;0;1900
3717;0;0;5000;29;1950;2500;80;0;1800
6626;0;0;4000;19;1950;2500;80;0;1570
6760;0;0;8000;84;1950;2500;80;0;1550
5232;0;0;5000;38;1950;2500;80;0;1550
6916;0;0;5000;32;1950;2500;80;0;1550
630;1;0;7000;20;1950;2500;80;0;1250
923;1;0;4000;61;1950;2500;80;0;1250
1650;1;0;5000;52;1950;2500;80;0;1175
2958;0;1;5000;22;1950;2500;80;0;2150
546;1;1;5000;15;1950;2500;80;0;1275
10890;0;1;5000;102;1950;2500;100;0;950
9590;0;0;8000;105;1949.89;2500;80;0;1700
1262;1;0;4000;110;1949.8;2500;80;0;1266.11
2928;0;0;3000;45;1949.69;2500;80;0;940.17
7485;0;0;4000;12;1949.24;2500;80;1;2516.84
4595;0;0;3000;38;1949.15;2500;80;1;2634.91
5830;0;0;15000;31;1949;2500;80;1;4312
6992;0;1;5000;23;1949;2500;80;0;845
7217;0;0;8000;108;1948;2500;80;1;4195
9419;0;0;7000;119;1948;2500;80;1;3308
1505;1;0;5000;76;1945.85;2500;80;0;1363.47
1387;1;0;7000;29;1944.27;2500;80;0;1348.05
10623;0;0;4000;26;1943.74;2500;80;1;2917.14
8522;0;0;5000;14;1943.5;2500;80;1;3299.57
7408;0;0;8000;48;1943.41;2500;80;1;4419.89
3991;0;0;47000;6;1941;2500;80;1;15515
9638;0;0;5000;40;1940.93;2500;80;1;3450.67
4978;0;0;8000;66;1940;2500;100;0;2260
6145;0;0;5000;55;1940;2500;100;0;1080
1768;1;0;4000;47;1939.04;2500;80;0;1225.07
2770;0;0;7000;11;1939;2500;80;1;2836
4253;0;0;7000;8;1938;2500;80;0;472
1128;1;0;6000;30;1937.86;2500;80;0;1284.51
7759;0;0;4000;32;1937;2500;100;1;1790
1610;1;0;15000;107;1936.92;2500;100;0;6442.5
746;1;0;10000;45;1933.77;2500;100;0;3200
1019;1;0;4000;92;1932.29;2500;100;0;1152.84
7257;0;0;9000;55;1930.94;2500;100;1;3351.8
530;1;1;5000;66;1930.91;2500;100;0;1045.86
11370;0;0;10000;113;1930;2500;100;0;2172.91
9608;0;0;5000;31;1929.44;2500;100;0;2101.25
6777;0;0;7000;64;1929;2500;100;0;1990
11934;0;0;7000;78;1928.9;2500;100;0;2147.09
6874;0;0;7000;13;1928;2500;100;1;3169
10695;0;1;8000;63;1928;2500;100;1;4288
764;1;0;4000;18;1926.68;2500;100;0;1267.59
3958;0;0;5000;9;1926;2500;100;0;1914
3614;0;0;7000;8;1925;2500;80;1;2600
7839;0;0;5000;29;1925;2500;100;1;1900
3665;0;0;5000;25;1925;2500;100;1;1725
9715;0;1;5000;101;1925;2500;100;1;1700
3455;0;0;5000;60;1925;2500;100;0;2475
2174;0;1;5000;90;1925;2500;100;0;1150
1880;1;0;8000;76;1924.25;2500;100;0;1166.42
639;1;0;4000;100;1920.62;2500;100;0;1051.68
1065;1;0;5000;84;1920.42;2500;100;0;1051.85
10662;0;0;10000;111;1920;2500;100;1;3200
6484;0;0;6000;68;1920;2500;100;0;1470
6139;0;0;4000;93;1920;2500;100;0;1210
9125;0;1;5000;106;1920;2500;100;0;980
1810;1;1;5000;33;1919.89;2500;100;0;1351.31
11553;0;0;14000;98;1919.53;2500;100;1;4305.33
5175;0;1;8000;79;1919.07;2500;100;1;4190.66
2658;0;0;6000;31;1919;2500;100;1;1390
1207;1;0;7000;101;1919;2500;100;0;1152
5529;0;0;20000;4;1918.9;2500;100;1;9441.82
795;1;0;4000;64;1918.8;2500;100;0;1283.44
4537;0;0;6000;22;1918.79;2500;100;1;3750.74
11005;0;0;6000;109;1918;2500;100;0;1556
2694;0;0;4000;16;1918;2500;100;0;1232
6340;0;0;3000;87;1918;2500;100;0;564
1634;1;0;7000;83;1916;2500;100;0;1307
1222;1;0;3000;61;1915;2500;100;0;1099
1150;1;0;6000;75;1914;2500;100;0;987
3043;0;0;8000;70;1910.92;2500;100;0;1617.77
7143;0;0;4000;24;1910.78;2500;100;0;1953.77
3616;0;0;4000;54;1910;2500;100;0;1580
1156;1;0;3000;45;1910;2500;100;0;1240
1098;1;0;3000;114;1910;2500;100;0;1010
8840;0;0;3000;15;1910;2500;100;0;730
7400;0;0;6000;67;1909.89;2500;80;1;2585.45
5085;0;0;12000;4;1909.49;2500;100;1;4812.51
5065;0;0;5000;80;1908;2500;100;1;3135
10479;0;0;7000;43;1907;2500;100;1;2814
4680;0;0;5000;91;1906;2500;100;0;2122
9005;0;0;5000;36;1905;2500;100;0;1570
6609;0;0;16000;3;1900;2400;80;1;5025
8363;0;0;29000;4;1900;2400;80;1;17875
7518;0;1;12000;6;1900;2400;80;1;9300
5173;0;0;23000;6;1900;2500;100;1;6100
9149;0;0;46000;6;1900;2400;80;1;21500
5962;0;0;39000;33;1900;2400;80;1;14600
9802;0;0;18000;110;1900;2500;80;1;12100
2141;0;0;7000;36;1900;2500;100;1;3650
4765;0;0;11000;28;1900;2400;80;1;3200
5346;0;0;7000;88;1900;2400;80;1;3200
5036;0;0;13000;69;1900;2400;80;1;3100
6709;0;1;4000;110;1900;2400;80;1;3450
5447;0;1;7000;27;1900;2400;80;1;3300
9697;0;1;5000;42;1900;2400;80;1;3200
10204;0;0;9000;49;1900;2400;80;1;2720
7864;0;0;3000;12;1900;2400;80;1;2600
6671;0;0;8000;112;1900;2500;80;1;2550
7805;0;0;5000;6;1900;2500;80;1;2500
9075;0;0;5000;75;1900;2400;80;1;2500
3697;0;0;8000;45;1900;2400;80;1;1600
2475;0;0;6000;27;1900;2500;100;0;2200
10672;0;0;3000;47;1900;2500;100;0;2000
11969;0;0;6000;65;1900;2500;100;0;1900
9740;0;0;3000;71;1900;2500;100;0;1750
6067;0;0;4000;82;1900;2500;100;0;1100
6068;0;0;8000;63;1900;2500;100;0;1100
3037;0;0;5000;96;1900;2400;80;0;1750
11674;0;0;3000;80;1900;2400;80;0;1700
9179;0;0;3000;69;1900;2400;80;0;1450
8056;0;0;3000;67;1900;2400;80;0;1100
2558;0;0;7000;4;1900;2400;80;0;975
1061;1;0;8000;13;1900;2500;100;0;1075
934;1;0;5000;106;1900;2500;100;0;1025
1900;1;0;7000;3;1900;2400;80;0;1400
1547;1;0;8000;51;1900;2400;80;0;1300
1669;1;0;5000;20;1900;2400;80;0;1300
1359;1;0;7000;27;1900;2400;80;0;1150
922;1;0;4000;61;1900;2400;80;0;1050
6976;0;1;5000;71;1900;2500;80;0;1300
2138;0;1;5000;100;1900;2400;80;0;1050
539;1;1;5000;78;1900;2400;80;0;1000
11268;0;0;4000;70;1900;2400;80;0;700
8162;0;0;5000;11;1900;2400;80;0;450
1068;1;0;5000;61;1899.3;2400;80;0;1279.56
1346;1;0;4000;81;1899.25;2400;80;0;1242.06
3476;0;1;5000;4;1898.67;2400;80;0;100
6189;0;1;5000;41;1898.61;2400;80;1;2894.7
4220;0;0;7000;50;1898.27;2400;80;1;2860.5
9105;0;0;9000;13;1898.16;2400;80;1;3344.84
765;1;0;3000;56;1897.83;2400;80;0;1211.71
7383;0;0;12000;36;1897;2400;80;1;3353
5187;0;1;5000;75;1897;2400;80;1;2861
3182;0;0;3000;78;1897;2400;80;0;1346
5759;0;0;6000;19;1896;2400;80;1;1843
8760;0;0;7000;111;1891.32;2400;80;1;3600.78
11251;0;0;12000;14;1891.04;2400;80;1;3935.61
8539;0;0;12000;102;1890.71;2400;80;1;4403.33
9467;0;0;4000;58;1890.5;2400;80;0;820.27
322;1;0;18000;6;1890.37;2400;80;0;5400.4
8328;0;0;11000;8;1890;2400;80;1;2881
6612;0;0;3000;109;1890;2400;80;0;2340
10930;0;0;6000;51;1890;2400;80;0;2290
3479;0;0;9000;20;1890;2400;80;0;2160
1548;1;0;8000;113;1889.79;2400;80;0;2600
7799;0;0;6000;47;1889;2400;80;0;1648
8118;0;0;3000;58;1889;2400;80;0;1030
7706;0;0;5000;51;1888;2400;80;0;1592
869;1;0;3000;36;1885.5;2400;80;0;1245.54
11215;0;0;4000;113;1882.51;2400;80;1;2513.86
5317;0;0;10000;53;1882.1;2400;80;0;2312.18
1217;1;0;7000;16;1881.17;2400;80;0;1045.1
